timestamp,system_id,air_flow_m3_min,air_pressure_bar,power_kw,motor_temperature_c,vibration_mm_s,efficiency_percent,status,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,air_flow_m3_min_lag1,air_flow_m3_min_lag3,air_flow_m3_min_rolling_mean3,air_flow_m3_min_rolling_std3,air_pressure_bar_lag1,air_pressure_bar_lag3,air_pressure_bar_rolling_mean3,air_pressure_bar_rolling_std3,power_kw_lag1,power_kw_lag3,power_kw_rolling_mean3,power_kw_rolling_std3,motor_temperature_c_lag1,motor_temperature_c_lag3,motor_temperature_c_rolling_mean3,motor_temperature_c_rolling_std3,vibration_mm_s_lag1,vibration_mm_s_lag3,vibration_mm_s_rolling_mean3,vibration_mm_s_rolling_std3,efficiency_percent_lag1,efficiency_percent_lag3,efficiency_percent_rolling_mean3,efficiency_percent_rolling_std3
2026-07-01 02:30:00,compressor,45.12,3.14,17.88,45.15,0.837,87.45,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,30.85,26.93,39.88,7.853744329935892,3.2,2.96,3.033333333333333,0.23860706890897798,25.62,21.3,20.189999999999998,4.719925846875141,45.03,45.04,44.39000000000001,1.213919272439499,0.709,1.033,0.778,0.06458327956987023,95.72,97.63,91.28666666666668,4.167161303973401
2026-07-01 02:45:00,compressor,37.53,3.54,27.14,46.49,0.709,91.53,running,2,1,7,2,0,0.49999999999999994,0.8660254037844387,45.12,43.67,37.833333333333336,7.1398342651166224,3.14,2.76,3.293333333333333,0.21571586249818006,17.88,17.07,23.546666666666667,4.965977580832738,45.15,42.99,45.55666666666667,0.810514240055909,0.837,0.788,0.7516666666666666,0.07390083445627225,87.45,90.69,91.56666666666668,4.135121924844938
2026-07-01 03:00:00,compressor,44.6,3.41,25.94,46.06,0.32,94.28,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,37.53,30.85,42.416666666666664,4.239956760785845,3.54,3.2,3.3633333333333333,0.20404247923737293,27.14,25.62,23.653333333333336,5.035725700763831,46.49,45.03,45.9,0.684178339323955,0.709,0.709,0.622,0.2692563833969402,91.53,95.72,91.08666666666666,3.4365147072773192
2026-07-01 03:15:00,compressor,33.96,2.82,22.34,47.04,0.51,88.56,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,44.6,45.12,38.696666666666665,5.415093104770545,3.41,3.14,3.2566666666666664,0.38370995990895745,25.94,17.88,25.14,2.497999199359371,46.06,45.15,46.53,0.49122296363270257,0.32,0.837,0.513,0.1945173514111276,94.28,87.45,91.45666666666666,2.860705041302466
2026-07-01 03:30:00,compressor,46.14,3.96,24.29,47.89,0.983,91.33,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,33.96,37.53,41.56666666666666,6.632415346865241,2.82,3.54,3.3966666666666665,0.570116947067296,22.34,27.14,24.19,1.80208212909402,47.04,46.49,46.99666666666667,0.9157692576918255,0.51,0.709,0.6043333333333334,0.3414181209797357,88.56,91.53,91.39,2.860471989025589
2026-07-01 03:45:00,compressor,60.6,3.94,23.96,44.68,1.339,86.44,running,3,1,7,2,0,0.7071067811865476,0.7071067811865476,46.14,44.6,46.9,13.336251347361463,3.96,3.41,3.573333333333333,0.6524824390995779,24.29,25.94,23.53,1.0436953578511414,47.89,46.06,46.53666666666667,1.6631396012762822,0.983,0.32,0.944,0.41587377892817423,91.33,94.28,88.77666666666666,2.4521894978433543
2026-07-01 04:00:00,compressor,39.83,4.21,27.0,45.78,1.465,88.32,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,60.6,33.96,48.85666666666666,10.648165726233504,3.94,2.82,4.036666666666666,0.15044378795196478,23.96,22.34,25.083333333333332,1.668062748619901,44.68,47.04,46.116666666666674,1.6312674009289305,1.339,0.51,1.2623333333333335,0.2499786657563663,86.44,88.56,88.69666666666666,2.4666644144133683
2026-07-01 04:15:00,compressor,59.76,3.81,23.64,47.36,1.01,95.43,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,39.83,46.14,53.39666666666667,11.756582553333002,4.21,3.96,3.986666666666667,0.2040424792373771,27.0,24.29,24.86666666666667,1.8544361227428072,45.78,47.89,45.94,1.3471451295239458,1.465,0.983,1.2713333333333334,0.234926229555861,88.32,91.33,90.06333333333333,4.7417753356030365
2026-07-01 04:30:00,compressor,53.61,3.58,31.8,46.04,0.914,86.52,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,59.76,60.6,51.06666666666666,10.205519748319235,3.81,3.94,3.8666666666666667,0.3187998327059394,23.64,23.96,27.48,4.101121797752424,47.36,44.68,46.39333333333334,0.8471914384207477,1.01,1.339,1.1296666666666668,0.2943473005368543,95.43,86.44,90.08999999999999,4.711337389744018
2026-07-01 04:45:00,compressor,56.42,3.94,24.36,47.88,0.727,94.15,running,4,1,7,2,0,0.8660254037844386,0.5000000000000001,53.61,39.83,56.596666666666664,3.0788038802973507,3.58,4.21,3.776666666666667,0.1823001188516744,31.8,27.0,26.599999999999998,4.517698529118568,46.04,45.78,47.093333333333334,0.9485427419644381,0.914,1.465,0.8836666666666667,0.1439178006131746,86.52,88.32,92.03333333333335,4.817388642546216
2026-07-01 05:00:00,compressor,51.07,3.55,37.9,49.38,1.509,86.41,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,56.42,59.76,53.70000000000001,2.676135273113191,3.94,3.81,3.69,0.21702534414210928,24.36,23.64,31.353333333333335,6.781042201117275,47.88,47.36,47.76666666666667,1.6728817451731073,0.727,1.01,1.05,0.4083540130817866,94.15,95.43,89.02666666666669,4.437277693962066
2026-07-01 05:15:00,compressor,56.58,3.99,28.01,47.8,1.046,90.59,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,51.07,53.61,54.69,3.1360325253416366,3.55,3.58,3.8266666666666667,0.24090108620206535,37.9,31.8,30.09,7.005547801564134,49.38,46.04,48.35333333333333,0.8900187263948012,1.509,0.914,1.094,0.3932035096486295,86.41,86.52,90.38333333333333,3.874136462920904
2026-07-01 05:30:00,compressor,70.18,4.11,23.65,44.87,0.692,88.93,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,56.58,56.42,59.27666666666667,9.836261146052099,3.99,3.94,3.8833333333333333,0.29484459183328304,28.01,24.36,29.853333333333335,7.301645933166947,47.8,47.88,47.35,2.2884274076317315,1.046,0.727,1.0823333333333334,0.4097100600831437,90.59,94.15,88.64333333333333,2.1046931684531325
2026-07-01 05:45:00,compressor,83.42,5.29,34.57,50.07,1.318,89.69,running,5,1,7,2,0,0.9659258262890683,0.25881904510252074,70.18,51.07,70.06,13.420402378468422,4.11,3.55,4.463333333333334,0.7184242015225666,23.65,37.9,28.74333333333333,5.4968111968061475,44.87,49.38,47.580000000000005,2.606971422935065,0.692,1.509,1.0186666666666666,0.3138938249366071,88.93,86.41,89.73666666666668,0.8309833532227282
2026-07-01 06:00:00,compressor,66.43,5.42,41.91,49.63,1.405,94.14,running,6,1,7,2,0,1.0,6.123233995736766e-17,83.42,56.58,73.34333333333335,8.925807153044152,5.29,3.99,4.94,0.7217340230306497,34.57,28.01,33.376666666666665,9.188304159818252,50.07,47.8,48.19,2.8836088500349843,1.318,1.046,1.1383333333333334,0.38897600611520144,89.69,90.59,90.92,2.8143738202307005
2026-07-01 06:15:00,compressor,50.37,4.54,30.29,48.65,1.552,91.2,running,6,1,7,2,0,1.0,6.123233995736766e-17,66.43,70.18,66.74000000000001,16.527180642807807,5.42,4.11,5.083333333333333,0.4750087718488372,41.91,23.65,35.589999999999996,5.876767819133241,49.63,44.87,49.449999999999996,0.7269112738155081,1.405,0.692,1.425,0.11827510304370754,94.14,88.93,91.67666666666666,2.2629700248419766
2026-07-01 06:30:00,compressor,57.37,5.51,35.48,50.21,1.552,91.17,running,6,1,7,2,0,1.0,6.123233995736766e-17,50.37,83.42,58.05666666666667,8.05198940221201,4.54,5.29,5.156666666666667,0.5359415391004329,30.29,34.57,35.893333333333324,5.821016520620209,48.65,50.07,49.49666666666667,0.7885006869581148,1.552,1.318,1.5030000000000001,0.08487048957087254,91.2,89.69,92.17,1.7061359852016365
2026-07-01 06:45:00,compressor,96.34,5.93,35.85,47.85,2.013,86.53,running,6,1,7,2,0,1.0,6.123233995736766e-17,57.37,66.43,68.02666666666666,24.768601763792287,5.51,5.42,5.326666666666667,0.7129048557369638,35.48,41.91,33.87333333333333,3.108767172583598,50.21,49.63,48.903333333333336,1.2002222016499313,1.552,1.405,1.7056666666666667,0.2661584740964174,91.17,94.14,89.63333333333334,2.6876073621965597
2026-07-01 07:00:00,compressor,68.3,6.23,47.0,53.32,1.294,93.32,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,96.34,50.37,74.00333333333333,20.101274420626524,5.93,4.54,5.890000000000001,0.3616628264005167,35.85,30.29,39.44333333333333,6.546879663880601,47.85,48.65,50.46,2.7435560865417163,2.013,1.552,1.6196666666666666,0.36424488099811814,86.53,91.2,90.33999999999999,3.4702593563017508
2026-07-01 07:15:00,compressor,67.71,6.19,30.92,46.23,1.414,90.91,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,68.3,57.37,77.44999999999999,16.36187947639271,6.23,5.51,6.116666666666667,0.1628905563049754,47.0,35.48,37.92333333333333,8.23806004671812,53.32,50.21,49.13333333333333,3.7151357086025025,1.294,1.552,1.5736666666666668,0.38517571747623613,93.32,91.17,90.25333333333333,3.4423005873010517
2026-07-01 07:30:00,compressor,89.11,4.93,49.77,52.51,2.47,94.3,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,67.71,96.34,75.04,12.188547903667635,6.19,5.93,5.783333333333334,0.7392789279651785,30.92,35.85,42.56333333333333,10.178095761650768,46.23,47.85,50.68666666666667,3.8807774135259865,1.414,2.013,1.726,0.6471105006102127,90.91,86.53,92.84333333333332,1.744543875439482
2026-07-01 07:45:00,compressor,77.77,5.81,33.07,49.1,1.514,92.06,running,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,89.11,68.3,78.19666666666666,10.706378161326736,4.93,6.23,5.6433333333333335,0.6463229326995467,49.77,47.0,37.919999999999995,10.318551254900083,52.51,53.32,49.28,3.143867045534859,2.47,1.294,1.7993333333333332,0.5829625488256801,94.3,93.32,92.42333333333333,1.723958622860008
2026-07-01 08:00:00,compressor,105.04,5.24,37.16,48.0,0.676,87.12,running,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,77.77,67.71,90.64,13.699229905363325,5.81,6.19,5.326666666666666,0.44635561308595856,33.07,30.92,40.0,8.704694135924596,49.1,46.23,49.870000000000005,2.351531415907533,1.514,1.414,1.5533333333333335,0.8976465525658378,92.06,90.91,91.16000000000001,3.6736358012192616
2026-07-01 08:15:00,compressor,85.9,6.0,30.74,47.88,2.282,88.7,running,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,105.04,89.11,89.57000000000001,14.000532132744128,5.24,4.93,5.683333333333334,0.3955165398985765,37.16,49.77,33.65666666666666,3.2499589741000543,48.0,52.51,48.326666666666675,0.6724086059334871,0.676,2.47,1.4906666666666666,0.8032542146377654,87.12,94.3,89.29333333333334,2.522881949939996
2026-07-01 08:30:00,compressor,86.29,7.04,42.42,48.92,2.289,90.73,running,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,85.9,77.77,92.41000000000001,10.939638933712606,6.0,5.81,6.093333333333334,0.9036223399924014,30.74,33.07,36.773333333333326,5.84959257840522,47.88,49.1,48.26666666666667,0.5689756878227896,2.282,1.514,1.7489999999999999,0.9292518496080597,88.7,92.06,88.85000000000001,1.8096684779261765
2026-07-01 08:45:00,compressor,80.69,6.88,35.92,47.58,2.759,85.75,running,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,86.29,105.04,84.29333333333334,3.1266648898361593,7.04,5.24,6.640000000000001,0.5600000000000094,42.42,37.16,36.36,5.8524183035733275,48.92,48.0,48.126666666666665,0.7032306402123112,2.289,0.676,2.443333333333333,0.2733977566355172,90.73,87.12,88.39333333333333,2.5041232664014257
2026-07-01 09:00:00,compressor,109.63,5.39,37.66,51.41,1.098,90.7,running,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,80.69,85.9,92.20333333333333,15.349479904326856,6.88,6.0,6.4366666666666665,0.9099633692261153,35.92,30.74,38.666666666666664,3.3648972247801847,47.58,47.88,49.303333333333335,1.9435620219929715,2.759,2.282,2.0486666666666666,0.856183586232143,85.75,88.7,89.06,2.866583332122001
2026-07-01 09:15:00,compressor,80.46,5.53,49.76,51.7,1.347,95.32,running,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,109.63,86.29,90.25999999999999,16.775306256518856,5.39,7.04,5.933333333333334,0.8228203530135489,37.66,42.42,41.11333333333332,7.5386028767493345,51.41,48.92,50.23,2.299543432944912,1.098,2.289,1.7346666666666666,0.8957925727161022,90.7,90.73,90.58999999999999,4.785948181917532
2026-07-01 09:30:00,compressor,108.33,7.76,41.0,50.3,1.503,87.1,running,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,80.46,80.69,99.47333333333331,16.47885412682976,5.53,6.88,6.226666666666667,1.3297493498149728,49.76,35.92,42.806666666666665,6.249042593336465,51.7,47.58,51.13666666666666,0.7389406832306563,1.347,2.759,1.3159999999999998,0.20427187765328833,95.32,85.75,91.04,4.1205339459831904
2026-07-01 09:45:00,compressor,80.38,5.53,40.91,49.7,0.849,93.7,running,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,108.33,109.63,89.72333333333331,16.113895659750757,7.76,5.39,6.273333333333333,1.287491100292869,41.0,37.66,43.88999999999999,5.083768287402561,50.3,51.41,50.56666666666666,1.0263202878894064,1.503,1.098,1.2329999999999999,0.3415786878597668,87.1,90.7,92.04,4.354170414671419
2026-07-01 10:00:00,compressor,91.9,5.59,45.12,50.81,1.585,96.19,running,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,80.38,80.46,93.53666666666668,14.04669474763847,5.53,5.53,6.293333333333333,1.2705248259413682,40.91,49.76,42.34333333333333,2.4050848910866627,49.7,51.7,50.27,0.5556077753236179,0.849,1.347,1.3123333333333331,0.40334765814782336,93.7,95.32,92.33,4.697307739546122
2026-07-01 10:15:00,compressor,75.97,6.39,60.63,54.32,1.556,85.65,running,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,91.9,108.33,82.75,8.225199085736504,5.59,7.76,5.836666666666666,0.4801388688008315,45.12,41.0,48.886666666666656,10.385587770238773,50.81,50.3,51.61000000000001,2.411659179900849,1.585,1.503,1.3299999999999998,0.4168105085047642,96.19,87.1,91.84666666666665,5.508995673744273
2026-07-01 10:30:00,compressor,85.62,8.2,39.35,48.78,1.215,94.87,running,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,75.97,80.38,84.49666666666667,8.0241905095364,6.39,5.53,6.726666666666667,1.3371736361943962,60.63,40.91,48.36666666666665,11.005236632318868,54.32,49.7,51.303333333333335,2.8027545974154395,1.556,0.849,1.452,0.20575956842878568,85.65,93.7,92.23666666666668,5.742275971540653
2026-07-01 10:45:00,compressor,98.84,6.94,38.44,50.46,1.101,96.04,running,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,85.62,91.9,86.81,11.48134573993836,8.2,5.59,7.176666666666666,0.9279188182881867,39.35,45.12,46.13999999999999,12.55695424854291,48.78,50.81,51.18666666666667,2.8405867938391505,1.215,1.585,1.2906666666666664,0.23674951601499306,94.87,96.19,92.18666666666667,5.691066098134266
2026-07-01 11:00:00,compressor,107.35,7.34,59.1,56.45,1.248,87.4,running,11,1,7,2,0,0.258819045102521,-0.9659258262890682,98.84,75.97,97.27,10.949744289251731,6.94,6.39,7.493333333333333,0.6438426308760126,38.44,60.63,45.629999999999995,11.674232308807282,50.46,54.32,51.89666666666667,4.0317779370066225,1.101,1.556,1.188,0.07712976079309528,96.04,85.65,92.77,4.687205990779573
2026-07-01 11:15:00,compressor,128.83,7.38,54.57,54.47,1.407,85.27,running,11,1,7,2,0,0.258819045102521,-0.9659258262890682,107.35,85.62,111.67333333333335,15.455369077874996,7.34,8.2,7.22,0.24331050121195313,59.1,39.35,50.703333333333326,10.859200400275014,56.45,48.78,53.79333333333333,3.051791823393813,1.248,1.215,1.2519999999999998,0.15303921066184348,87.4,94.87,89.57000000000001,5.7034989260979
2026-07-01 11:30:00,compressor,86.27,6.16,48.15,53.67,2.405,85.57,running,11,1,7,2,0,0.258819045102521,-0.9659258262890682,128.83,98.84,107.48333333333333,21.280313280902018,7.38,6.94,6.96,0.6931089380465457,54.57,38.44,53.94,5.502117774093863,54.47,50.46,54.86333333333334,1.431130089591195,1.407,1.101,1.6866666666666665,0.6271541543618547,85.27,96.04,86.08,1.152952731034426
2026-07-01 11:45:00,compressor,119.09,8.16,62.05,55.07,1.594,95.98,running,11,1,7,2,0,0.258819045102521,-0.9659258262890682,86.27,107.35,111.39666666666669,22.298630750190352,6.16,7.34,7.233333333333333,1.0080343909477223,48.15,59.1,54.923333333333325,6.956732949692182,53.67,56.45,54.403333333333336,0.702376916856833,2.405,1.248,1.8019999999999998,0.5305176717132049,85.57,87.4,88.94,6.098663788076854
2026-07-01 12:00:00,compressor,74.32,8.22,66.91,57.32,2.832,96.98,running,12,1,7,2,0,1.2246467991473532e-16,-1.0,119.09,128.83,93.22666666666667,23.1815580436979,8.16,7.38,7.513333333333333,1.1724049357339583,62.05,54.57,59.036666666666655,9.736248421919646,55.07,54.47,55.35333333333333,1.8414215523158393,1.594,1.407,2.2769999999999997,0.6288473582674889,95.98,85.27,92.84333333333332,6.318705036107749
2026-07-01 12:15:00,compressor,87.51,6.47,46.06,50.41,3.144,89.66,running,12,1,7,2,0,1.2246467991473532e-16,-1.0,74.32,86.27,93.64,23.005888376674385,8.22,6.16,7.616666666666667,0.9934955124877758,66.91,48.15,58.339999999999996,10.908881702539423,57.32,53.67,54.26666666666667,3.524348639583397,2.832,2.405,2.5233333333333334,0.8198056680295234,96.98,85.57,94.20666666666666,3.9691476834874093
2026-07-01 12:30:00,compressor,73.74,7.34,57.85,54.21,2.822,96.7,running,12,1,7,2,0,1.2246467991473532e-16,-1.0,87.51,119.09,78.52333333333333,7.788082776481992,6.47,8.16,7.343333333333334,0.8750047618918122,46.06,62.05,56.94,10.454745334057614,50.41,55.07,53.98,3.4607369157449717,3.144,1.594,2.9326666666666665,0.18308832112762713,89.66,95.98,94.44666666666666,4.147738339545237
2026-07-01 12:45:00,compressor,94.86,7.34,63.63,56.18,1.651,97.3,running,12,1,7,2,0,1.2246467991473532e-16,-1.0,73.74,74.32,85.37,10.72139449885144,7.34,8.22,7.05,0.5022947341949862,57.85,66.91,55.846666666666664,8.954676618021047,54.21,57.32,53.6,2.932967780252629,2.822,2.832,2.539,0.7857028700469404,96.7,96.98,94.55333333333333,4.248356544986954
2026-07-01 13:00:00,compressor,84.09,7.96,55.26,54.13,2.324,89.01,running,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,94.86,87.51,84.23,10.560695999791015,7.34,6.47,7.546666666666667,0.3579571668975679,63.63,46.06,58.91333333333333,4.285117656883273,56.18,50.41,54.84,1.161163209889088,1.651,3.144,2.2656666666666667,0.5876753638985833,97.3,89.66,94.33666666666666,4.622773337871262
2026-07-01 13:15:00,compressor,80.56,6.66,39.31,51.66,2.659,90.73,running,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,84.09,73.74,86.50333333333333,7.449203536844404,7.96,7.34,7.32,0.6502307282803543,55.26,57.85,52.73333333333333,12.35530790119505,54.13,54.21,53.99,2.2632498757317983,2.324,2.822,2.211333333333333,0.5133578998450615,89.01,96.7,92.34666666666668,4.37506952325712
2026-07-01 13:30:00,compressor,93.71,7.56,39.24,51.45,2.216,88.73,running,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,80.56,94.86,86.12,6.805975315853111,6.66,7.34,7.3933333333333335,0.6658328118479392,39.31,63.63,44.60333333333333,9.229010420046832,51.66,56.18,52.413333333333334,1.4903802646752446,2.659,1.651,2.3996666666666666,0.23098989876904266,90.73,97.3,89.49000000000001,1.0829589096543888
2026-07-01 13:45:00,compressor,123.07,7.84,53.31,54.84,1.782,97.1,running,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,93.71,84.09,99.11333333333333,21.764007749799553,7.56,7.96,7.353333333333333,0.6165495384260159,39.24,55.26,43.95333333333334,8.103186615976028,51.45,54.13,52.650000000000006,1.8994999341932355,2.216,2.324,2.219,0.43850769662572503,88.73,89.01,92.18666666666667,4.370999123007615
2026-07-01 14:00:00,compressor,119.61,7.94,36.57,50.91,1.957,95.31,running,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,123.07,80.56,112.13,16.045722171345297,7.84,6.66,7.78,0.19697715603592178,53.31,39.31,43.04,8.993714471785268,54.84,51.66,52.400000000000006,2.1302816715167334,1.782,2.659,1.985,0.21835063544674793,97.1,90.73,93.71333333333332,4.407520088817913
2026-07-01 14:15:00,compressor,80.13,5.69,56.26,53.56,1.09,86.42,running,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,119.61,93.71,107.60333333333334,23.855417274349563,7.94,7.56,7.156666666666667,1.2711543310445563,36.57,39.24,48.71333333333333,10.61937066559657,50.91,51.45,53.10333333333333,2.004403485661858,1.957,2.216,1.6096666666666668,0.4584717366788613,95.31,88.73,92.94333333333333,5.719828085994663
2026-07-01 14:30:00,compressor,78.45,6.98,40.6,51.52,1.498,87.43,running,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,80.13,123.07,92.73,23.293913368088294,5.69,7.84,6.870000000000001,1.1290261290156223,56.26,53.31,44.47666666666666,10.401703386144646,53.56,54.84,51.99666666666667,1.3878160300751288,1.09,1.782,1.515,0.43374992795388184,86.42,97.1,89.72000000000001,4.867350408589845
2026-07-01 14:45:00,compressor,114.22,6.5,55.33,52.67,1.657,88.25,running,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,78.45,119.61,90.93333333333334,20.184331381874802,6.98,7.94,6.390000000000001,0.6519969325081225,40.6,36.57,50.73,8.785152246830988,51.52,50.91,52.583333333333336,1.022757709984838,1.498,1.957,1.415,0.29247051133404456,87.43,95.31,87.36666666666667,0.9166424239215857
2026-07-01 15:00:00,compressor,87.59,7.05,59.6,55.61,1.183,94.49,running,15,1,7,2,0,-0.7071067811865471,-0.7071067811865479,114.22,80.13,93.42,18.583995802840747,6.5,5.69,6.843333333333334,0.29938826518976047,55.33,56.26,51.84333333333333,9.968331522041836,52.67,53.56,53.26666666666667,2.109273176554751,1.657,1.09,1.446,0.24124054385612206,88.25,86.42,90.05666666666667,3.8612087917300077
