timestamp,system_id,steam_pressure_bar,steam_flow_kg_hr,fuel_flow_m3_hr,feedwater_temperature_c,flue_gas_temperature_c,efficiency_percent,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,steam_pressure_bar_lag1,steam_pressure_bar_lag3,steam_pressure_bar_rolling_mean3,steam_pressure_bar_rolling_std3,steam_flow_kg_hr_lag1,steam_flow_kg_hr_lag3,steam_flow_kg_hr_rolling_mean3,steam_flow_kg_hr_rolling_std3,fuel_flow_m3_hr_lag1,fuel_flow_m3_hr_lag3,fuel_flow_m3_hr_rolling_mean3,fuel_flow_m3_hr_rolling_std3,feedwater_temperature_c_lag1,feedwater_temperature_c_lag3,feedwater_temperature_c_rolling_mean3,feedwater_temperature_c_rolling_std3,flue_gas_temperature_c_lag1,flue_gas_temperature_c_lag3,flue_gas_temperature_c_rolling_mean3,flue_gas_temperature_c_rolling_std3,efficiency_percent_lag1,efficiency_percent_lag3,efficiency_percent_rolling_mean3,efficiency_percent_rolling_std3
2026-07-01 03:00:00,boiler_1,8.41,1821.88,145.15,81.71,188.42,82.99,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.28,8.29,8.283333333333333,0.12503332889007843,1630.95,1691.62,1689.4733333333334,114.92443792916006,137.41,140.48,140.79999999999998,3.9582950875345535,93.54,92.93,86.96,6.026101559051268,198.81,201.18,189.24666666666667,9.177964552847971,78.8,79.95,82.59333333333332,3.611375545873531
2026-07-01 03:15:00,boiler_1,8.3,1620.29,141.06,78.55,211.55,84.03,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.41,8.16,8.33,0.0700000000000119,1821.88,1615.59,1691.04,113.4360529108803,145.15,139.84,141.20666666666668,3.8720838489544023,81.71,85.63,84.60000000000001,7.901841557510515,188.42,180.51,199.59333333333333,11.584879513112504,82.99,85.99,81.94,2.7685916997636206
2026-07-01 03:30:00,boiler_1,8.15,1859.97,144.74,83.63,171.75,81.8,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.3,8.28,8.286666666666667,0.13051181300301706,1620.29,1630.95,1767.38,128.79950737483475,141.06,137.41,143.65,2.2523543238132766,78.55,93.54,81.29666666666667,2.565099088404491,211.55,198.81,190.57333333333335,19.987186728835407,84.03,78.8,82.94,1.1158404903928045
2026-07-01 03:45:00,boiler_1,8.16,1640.49,137.17,88.69,173.89,81.91,3,1,7,2,0,0.7071067811865476,0.7071067811865476,8.15,8.41,8.203333333333335,0.08386497083606229,1859.97,1821.88,1706.9166666666667,132.93232162771162,144.74,145.15,140.99,3.7854854378269995,83.63,81.71,83.62333333333333,5.070003287309933,171.75,188.42,185.73000000000002,22.386361919704626,81.8,82.99,82.58,1.2569407305040445
2026-07-01 04:00:00,boiler_1,8.22,1561.84,139.01,78.68,183.47,80.52,4,1,7,2,0,0.8660254037844386,0.5000000000000001,8.16,8.3,8.176666666666668,0.03785938897200056,1640.49,1620.29,1687.4333333333334,154.5093253927845,137.17,141.06,140.30666666666664,3.9480670375936606,88.69,78.55,83.66666666666667,5.005100731587076,173.89,211.55,176.37,6.241185784768913,81.91,84.03,81.40999999999998,0.7727224598780507
2026-07-01 04:15:00,boiler_1,8.27,1641.29,140.56,84.72,185.41,82.0,4,1,7,2,0,0.8660254037844386,0.5000000000000001,8.22,8.15,8.216666666666667,0.05507570547286415,1561.84,1859.97,1614.54,45.64129161187196,139.01,144.74,138.91333333333333,1.6970660957468438,78.68,83.63,84.02999999999999,5.040545605388384,183.47,171.75,180.92333333333332,6.167798094404094,80.52,81.8,81.47666666666667,0.8297188278768448
2026-07-01 04:30:00,boiler_1,8.24,1634.39,138.64,91.99,185.77,81.64,4,1,7,2,0,0.8660254037844386,0.5000000000000001,8.27,8.16,8.243333333333334,0.025166114784248777,1641.29,1640.49,1612.506666666667,44.01404132016585,140.56,137.17,139.40333333333334,1.018642888029673,84.72,88.69,85.13,6.664465469938316,185.41,173.89,184.88333333333333,1.237147256123734,82.0,81.91,81.38666666666667,0.7718376340483286
2026-07-01 04:45:00,boiler_1,8.08,1800.2,143.82,89.05,178.02,80.32,4,1,7,2,0,0.8660254037844386,0.5000000000000001,8.24,8.22,8.196666666666665,0.1021436896402968,1634.39,1561.84,1691.96,93.80205594761762,138.64,139.01,141.00666666666666,2.618727426314797,91.99,78.68,88.58666666666666,3.657079891571086,185.77,183.47,183.0666666666667,4.374246601797222,81.64,80.52,81.32,0.8845337754998339
2026-07-01 05:00:00,boiler_1,8.21,1750.4,144.46,92.1,167.53,82.93,5,1,7,2,0,0.9659258262890683,0.25881904510252074,8.08,8.27,8.176666666666668,0.0850490054811522,1800.2,1641.29,1728.33,85.07968441408332,143.82,140.56,142.30666666666664,3.191509569675971,89.05,84.72,91.04666666666667,1.730038535216383,178.02,185.41,177.10666666666668,9.154235813727706,80.32,82.0,81.63,1.3050287353158248
2026-07-01 05:15:00,boiler_1,8.23,1854.56,147.19,81.02,192.66,80.14,5,1,7,2,0,0.9659258262890683,0.25881904510252074,8.21,8.24,8.173333333333334,0.081445278152469,1750.4,1634.39,1801.72,52.09663328853501,144.46,138.64,145.15666666666667,1.7897578979664204,92.1,91.99,87.38999999999999,5.723486699556506,167.53,185.77,179.40333333333334,12.621982147560441,82.93,81.64,81.13,1.5614416415607701
2026-07-01 05:30:00,boiler_1,8.27,1854.58,145.47,90.65,207.84,83.03,5,1,7,2,0,0.9659258262890683,0.25881904510252074,8.23,8.08,8.236666666666666,0.030550504633050497,1854.56,1800.2,1819.8466666666666,60.142578372842074,147.19,143.82,145.70666666666668,1.3803018993441876,81.02,89.05,87.92333333333333,6.0222614799868674,192.66,178.02,189.34333333333333,20.3586402623882,80.14,80.32,82.03333333333335,1.640436933665349
2026-07-01 05:45:00,boiler_1,8.42,1655.33,142.03,92.73,188.46,82.22,5,1,7,2,0,0.9659258262890683,0.25881904510252074,8.27,8.21,8.306666666666667,0.10016652800878768,1854.58,1750.4,1788.1566666666665,115.03126806800582,145.47,144.46,144.89666666666668,2.6273433984413117,90.65,92.1,88.13333333333334,6.247498165932797,207.84,167.53,196.32000000000002,10.195234180733658,83.03,82.93,81.79666666666667,1.4907827921375243
2026-07-01 06:00:00,boiler_1,8.26,1773.79,142.9,84.81,203.93,86.43,6,1,7,2,0,1.0,6.123233995736766e-17,8.42,8.23,8.316666666666665,0.08962886439833687,1655.33,1854.56,1761.2333333333333,100.216730306538,142.03,147.19,143.46666666666667,1.788640079315304,92.73,81.02,89.39666666666666,4.106060561332922,188.46,192.66,200.07666666666668,10.248523470887529,82.22,80.14,83.89333333333333,2.2338382513811257
2026-07-01 06:15:00,boiler_1,8.37,1624.77,139.54,78.67,208.8,82.12,6,1,7,2,0,1.0,6.123233995736766e-17,8.26,8.27,8.35,0.08185352771874038,1773.79,1854.58,1684.6299999999999,78.71218203048306,142.9,145.47,141.48999999999998,1.743874995519928,84.81,90.65,85.40333333333335,7.048754027013106,203.93,207.84,200.39666666666668,10.620368794600903,86.43,83.03,83.58999999999999,2.460020325119314
2026-07-01 06:30:00,boiler_1,8.52,1589.29,139.65,91.85,202.0,85.92,6,1,7,2,0,1.0,6.123233995736766e-17,8.37,8.42,8.383333333333333,0.13051181300302467,1624.77,1655.33,1662.6166666666668,97.89964317265513,139.54,142.03,140.6966666666667,1.9089351307294118,78.67,92.73,85.11,6.595119407561933,208.8,188.46,204.91,3.504325898086324,82.12,82.22,84.82333333333334,2.355001769284583
2026-07-01 06:45:00,boiler_1,8.67,1795.2,144.9,87.69,172.81,79.56,6,1,7,2,0,1.0,6.123233995736766e-17,8.52,8.26,8.520000000000001,0.1500000000000182,1589.29,1773.79,1669.7533333333333,110.07886824151679,139.65,142.9,141.36333333333334,3.0633369604620677,91.85,84.81,86.07,6.737685062393471,202.0,203.93,194.53666666666666,19.12056571687495,85.92,86.43,82.53333333333335,3.2000833322483033
2026-07-01 07:00:00,boiler_1,8.79,1623.82,137.7,88.67,202.71,85.56,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,8.67,8.37,8.659999999999998,0.13527749258471447,1795.2,1624.77,1669.4366666666665,110.27416847717882,144.9,139.54,140.75,3.723909236273035,87.69,78.67,89.40333333333332,2.174795009497142,172.81,208.8,192.50666666666666,17.061507358183036,79.56,82.12,83.68,3.5725621058282693
2026-07-01 07:15:00,boiler_1,8.66,1764.47,143.16,82.83,183.67,78.76,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,8.79,8.52,8.706666666666665,0.07234178138075816,1623.82,1589.29,1727.83,91.37638261607843,137.7,139.65,141.92,3.7567539179456158,88.67,91.85,86.39666666666666,3.127448374207557,202.71,202.0,186.39666666666668,15.135340542364245,85.56,85.92,81.29333333333334,3.716629297271032
2026-07-01 07:30:00,boiler_1,8.51,1630.87,139.25,89.14,203.64,85.11,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,8.66,8.67,8.653333333333332,0.14011899704658431,1764.47,1795.2,1673.0533333333333,79.2475919718271,143.16,144.9,140.03666666666666,2.8137223269777065,82.83,87.69,86.88,3.515266703964323,183.67,172.81,196.67333333333332,11.270813339477039,78.76,79.56,83.14333333333333,3.802740240054985
2026-07-01 07:45:00,boiler_1,8.4,1720.67,143.22,89.71,204.91,86.15,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,8.51,8.79,8.523333333333333,0.13051181300303513,1630.87,1623.82,1705.3366666666668,68.10707256469965,139.25,137.7,141.87666666666667,2.2749578750677943,89.14,88.67,87.22666666666665,3.81827622538411,203.64,202.71,197.40666666666664,11.913237735113551,85.11,85.56,83.34,4.000337485762935
2026-07-01 08:00:00,boiler_1,8.26,1648.05,139.69,84.27,206.51,84.33,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,8.4,8.66,8.389999999999999,0.12529964086143477,1720.67,1764.47,1666.53,47.66699906643842,143.22,143.16,140.72,2.1762123058193446,89.71,82.83,87.70666666666666,2.9898550689512655,204.91,183.67,205.01999999999998,1.4381585448062786,86.15,78.76,85.19666666666666,0.9130899919140223
2026-07-01 08:15:00,boiler_1,8.29,1735.52,145.12,92.63,188.54,81.45,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,8.26,8.51,8.316666666666666,0.07371114795834617,1648.05,1630.87,1701.4133333333332,46.80667295731708,139.69,139.25,142.67666666666665,2.7554733410673835,84.27,89.14,88.87,4.242829244737555,206.51,203.64,199.98666666666668,9.945332238459056,84.33,85.11,83.97666666666667,2.3698382504579305
2026-07-01 08:30:00,boiler_1,8.15,1592.84,138.44,93.33,190.42,81.99,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,8.29,8.4,8.233333333333333,0.07371114795834013,1735.52,1720.67,1658.8033333333333,71.94526553799876,145.12,143.22,141.08333333333334,3.551286151992397,92.63,89.71,90.07666666666667,5.040886165480591,188.54,204.91,195.15666666666667,9.877106526373673,81.45,86.15,82.58999999999999,1.5308820986608094
2026-07-01 08:45:00,boiler_1,8.15,1659.19,138.69,94.0,173.67,84.25,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,8.15,8.26,8.196666666666667,0.08082903768656391,1592.84,1648.05,1662.5166666666667,71.39814866880765,138.44,139.69,140.75,3.7865947763128287,93.33,84.27,93.32000000000001,0.6850547423384162,190.42,206.51,184.21,9.176181122885566,81.99,84.33,82.56333333333333,1.485440450955024
2026-07-01 09:00:00,boiler_1,8.29,1813.94,147.86,81.03,193.0,83.32,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,8.15,8.29,8.196666666666667,0.08082903768656391,1659.19,1735.52,1688.6566666666668,113.45711010480223,138.69,145.12,141.66333333333333,5.367926353195724,94.0,92.63,89.45333333333333,7.30250870135282,173.67,188.54,185.69666666666663,10.494981340304257,84.25,81.45,83.18666666666667,1.135884383788023
2026-07-01 09:15:00,boiler_1,8.28,1686.22,141.28,82.18,206.56,82.03,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,8.29,8.15,8.24,0.07810249675908595,1813.94,1592.84,1719.7833333333335,82.65448344362973,147.86,138.44,142.61,4.72746232137284,81.03,93.33,85.73666666666668,7.179319837793384,193.0,190.42,191.07666666666668,16.52913891687445,83.32,81.99,83.19999999999999,1.114854250563793
2026-07-01 09:30:00,boiler_1,8.17,1745.91,140.89,87.39,203.3,79.98,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,8.28,8.15,8.246666666666666,0.06658328118481725,1686.22,1659.19,1748.6900000000003,63.90536675428735,141.28,138.69,143.34333333333333,3.9164056650624586,82.18,94.0,83.53333333333335,3.3891050932854814,206.56,173.67,200.95333333333335,7.078031741475241,82.03,84.25,81.77666666666666,1.6843495282551761
2026-07-01 09:45:00,boiler_1,8.31,1767.38,143.51,86.95,195.58,84.96,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,8.17,8.29,8.253333333333332,0.07371114795834179,1745.91,1813.94,1733.17,42.053146136763125,140.89,147.86,141.89333333333332,1.4135888133870376,87.39,81.03,85.50666666666666,2.889365558965085,203.3,193.0,201.81333333333336,5.638947892411386,79.98,83.32,82.32333333333332,2.5029249555936426
2026-07-01 10:00:00,boiler_1,8.24,1603.9,138.67,80.96,171.05,78.57,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,8.31,8.28,8.24,0.07000000000002224,1767.38,1686.22,1705.7300000000002,88.83834701298719,143.51,141.28,141.02333333333334,2.4227532547357944,86.95,82.18,85.10000000000001,3.592088528975913,195.58,206.56,189.9766666666667,16.83934777042547,84.96,82.03,81.17,3.3570969601725964
2026-07-01 10:15:00,boiler_1,8.13,1722.08,143.57,88.28,214.74,81.72,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,8.24,8.17,8.226666666666667,0.09073771725879042,1603.9,1745.91,1697.7866666666669,84.40410021635947,138.67,140.89,141.91666666666666,2.811855852161172,80.96,87.39,85.39666666666666,3.899388841002354,171.05,203.3,193.79,21.89993378985423,78.57,79.98,81.75,3.1951056320566478
2026-07-01 10:30:00,boiler_1,8.29,1729.95,144.77,90.43,203.03,84.46,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,8.13,8.31,8.219999999999999,0.08185352771874053,1722.08,1767.38,1685.3100000000002,70.6128550619496,143.57,143.51,142.33666666666667,3.2316146634976746,88.28,86.95,86.55666666666667,4.96463828826771,214.74,195.58,196.2733333333333,22.61511515189193,81.72,84.96,81.58333333333333,2.947377365274669
2026-07-01 10:45:00,boiler_1,8.2,1762.39,144.31,91.52,193.2,85.3,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,8.29,8.24,8.206666666666665,0.08020806277012205,1729.95,1603.9,1738.14,21.36658840339209,144.77,138.67,144.21666666666667,0.6054199644325721,90.43,80.96,90.07666666666667,1.6486459090216363,203.03,171.05,203.65666666666667,10.78366511596734,84.46,78.57,83.82666666666667,1.872146717897273
2026-07-01 11:00:00,boiler_1,8.13,1843.48,148.99,92.78,188.35,78.96,11,1,7,2,0,0.258819045102521,-0.9659258262890682,8.2,8.13,8.206666666666665,0.08020806277012205,1762.39,1722.08,1778.6066666666666,58.47649470798791,144.31,143.57,146.02333333333334,2.579483152364805,91.52,88.28,91.57666666666667,1.1760243761648141,193.2,214.74,194.86,7.479458536551877,85.3,81.72,82.90666666666665,3.4436221240626157
2026-07-01 11:15:00,boiler_1,8.18,1767.97,141.61,82.07,170.24,81.53,11,1,7,2,0,0.258819045102521,-0.9659258262890682,8.13,8.29,8.17,0.03605551275467116,1843.48,1729.95,1791.28,45.292539120698684,148.99,144.77,144.97000000000003,3.7340058918004284,92.78,90.43,88.79,5.853691143201904,188.35,203.03,183.92999999999998,12.10135116422955,78.96,84.46,81.92999999999999,3.1888712736641094
2026-07-01 11:30:00,boiler_1,8.24,1866.64,148.73,92.19,196.85,81.04,11,1,7,2,0,0.258819045102521,-0.9659258262890682,8.18,8.2,8.183333333333335,0.055075705472883124,1767.97,1762.39,1826.03,51.597665644872556,141.61,144.31,146.44333333333333,4.187807700137855,82.07,91.52,89.01333333333332,6.0203349851427514,170.24,193.2,185.14666666666668,13.591138044083472,81.53,85.3,80.51,1.3645145656973205
2026-07-01 11:45:00,boiler_1,8.3,1592.62,136.04,84.81,211.87,79.61,11,1,7,2,0,0.258819045102521,-0.9659258262890682,8.24,8.13,8.24,0.060000000000026484,1866.64,1843.48,1742.41,138.7866178707443,148.73,148.99,142.12666666666667,6.360757292440353,92.19,92.78,86.35666666666667,5.234284414639079,196.85,188.35,192.98666666666668,21.082178097467352,81.04,78.96,80.72666666666667,0.9976138197386174
2026-07-01 12:00:00,boiler_1,8.21,1590.06,136.89,86.89,172.01,84.95,12,1,7,2,0,1.2246467991473532e-16,-1.0,8.3,8.18,8.25,0.04582575694959387,1592.62,1767.97,1683.1066666666666,158.9496830236955,136.04,141.61,140.5533333333333,7.093943426144084,84.81,82.07,87.96333333333332,3.805277037658841,211.87,170.24,193.57666666666668,20.13059694428689,79.61,81.53,81.86666666666667,2.7643142609575904
2026-07-01 12:15:00,boiler_1,8.3,1718.06,143.52,81.27,173.16,81.31,12,1,7,2,0,1.2246467991473532e-16,-1.0,8.21,8.24,8.270000000000001,0.05196152422709902,1590.06,1866.64,1633.58,73.17302235113611,136.89,148.73,138.81666666666666,4.095318465434963,86.89,92.19,84.32333333333334,2.841431564077062,172.01,196.85,185.67999999999998,22.688492678007506,84.95,81.04,81.95666666666666,2.7281006824040634
2026-07-01 12:30:00,boiler_1,8.13,1629.73,141.03,82.07,173.93,84.68,12,1,7,2,0,1.2246467991473532e-16,-1.0,8.3,8.3,8.213333333333335,0.08504900548117056,1718.06,1592.62,1645.9499999999998,65.52340268941983,143.52,136.04,140.48,3.349044639893515,81.27,84.81,83.41,3.040197362014515,173.16,211.87,173.03333333333333,0.9662470353561238,81.31,79.61,83.64666666666666,2.028110779354407
2026-07-01 12:45:00,boiler_1,8.27,1830.82,145.4,88.54,178.82,84.13,12,1,7,2,0,1.2246467991473532e-16,-1.0,8.13,8.21,8.233333333333333,0.0907377172587911,1629.73,1590.06,1726.2033333333336,100.79202564356606,141.03,136.89,143.31666666666666,2.1920842441231745,82.07,86.89,83.96,3.9865147685666558,173.93,172.01,175.3033333333333,3.0697611199137693,84.68,84.95,83.37333333333333,1.8079362083142012
2026-07-01 13:00:00,boiler_1,8.21,1558.74,137.48,88.23,179.89,84.27,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,8.27,8.3,8.203333333333333,0.07023769168570401,1830.82,1718.06,1673.0966666666666,141.12895674996406,145.4,143.52,141.3033333333333,3.967068607086707,88.54,81.27,86.28000000000002,3.649260198999266,178.82,173.16,177.54666666666665,3.177488526074316,84.13,81.31,84.36,0.2858321185595657
2026-07-01 13:15:00,boiler_1,8.09,1751.03,142.77,85.78,214.01,83.62,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,8.21,8.13,8.19,0.09165151389913133,1558.74,1629.73,1713.53,139.86267943951285,137.48,141.03,141.88333333333335,4.033761685242814,88.23,82.07,87.51666666666667,1.511963403437236,179.89,173.93,190.90666666666664,20.01522503828852,84.27,84.68,84.00666666666666,0.34210134950561005
2026-07-01 13:30:00,boiler_1,8.05,1738.06,142.47,90.92,187.56,82.79,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,8.09,8.27,8.116666666666667,0.08326663997865859,1751.03,1830.82,1682.61,107.47040476335756,142.77,145.4,140.90666666666667,2.9713689325515937,85.78,88.54,88.31,2.5709336825363995,214.01,178.82,193.82000000000002,17.90067875808059,83.62,84.13,83.56,0.7418220810950481
2026-07-01 13:45:00,boiler_1,8.22,1743.22,140.83,92.16,212.35,80.64,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,8.05,8.21,8.12,0.08888194417316886,1738.06,1558.74,1744.1033333333335,6.529964267380065,142.47,137.48,142.02333333333334,1.044286039997112,90.92,88.23,89.62,3.382839044353158,187.56,179.89,204.64000000000001,14.814982281460702,82.79,84.27,82.35000000000001,1.537953185243322
2026-07-01 14:00:00,boiler_1,8.33,1631.65,137.07,87.04,195.94,83.55,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,8.22,8.09,8.200000000000001,0.14106735979666918,1743.22,1751.03,1704.3100000000002,62.978274825529404,140.83,142.77,140.12333333333333,2.7684893594400446,92.16,85.78,90.04,2.6710297639674825,212.35,214.01,198.61666666666667,12.609894263368343,80.64,83.62,82.32666666666667,1.5093155181516573
2026-07-01 14:15:00,boiler_1,8.49,1594.43,136.45,78.78,202.75,85.16,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,8.33,8.05,8.346666666666666,0.13576941236279147,1631.65,1738.06,1656.4333333333334,77.42916913756237,137.07,142.47,138.11666666666665,2.3701758021996224,87.04,90.92,85.99333333333334,6.751128300760802,195.94,187.56,203.67999999999998,8.244434486366853,83.55,82.79,83.11666666666666,2.290945947274505
2026-07-01 14:30:00,boiler_1,8.53,1819.01,147.23,83.12,182.75,83.76,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,8.49,8.22,8.450000000000001,0.10583005244260804,1594.43,1743.22,1681.6966666666667,120.36422115119275,136.45,140.83,140.25,6.05280100449365,78.78,92.16,82.98,4.131779277744648,202.75,212.35,193.81333333333336,10.168187317970256,85.16,80.64,84.15666666666667,0.875233302230662
2026-07-01 14:45:00,boiler_1,8.54,1737.9,144.72,85.09,198.54,85.68,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,8.53,8.33,8.52,0.026457513110753207,1819.01,1631.65,1717.1133333333335,113.72382438756287,147.23,137.07,142.79999999999998,5.640647125995339,83.12,87.04,82.33,3.228327740487337,182.75,195.94,194.67999999999998,10.543941388304358,83.76,83.55,84.86666666666667,0.9930424630063225
