timestamp,system_id,irradiance_w_m2,dc_power_kw,inverter_power_kw,panel_temperature_c,inverter_status,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,irradiance_w_m2_lag1,irradiance_w_m2_lag3,irradiance_w_m2_rolling_mean3,irradiance_w_m2_rolling_std3,dc_power_kw_lag1,dc_power_kw_lag3,dc_power_kw_rolling_mean3,dc_power_kw_rolling_std3,inverter_power_kw_lag1,inverter_power_kw_lag3,inverter_power_kw_rolling_mean3,inverter_power_kw_rolling_std3,panel_temperature_c_lag1,panel_temperature_c_lag3,panel_temperature_c_rolling_mean3,panel_temperature_c_rolling_std3
2026-07-01 02:45:00,solar_plant_1,125.97,55.62,53.59,32.05,online,2,1,7,2,0,0.49999999999999994,0.8660254037844387,83.89,69.93,102.97333333333334,21.311199715955304,32.98,28.69,45.599999999999994,11.541767628920615,31.73,27.87,44.00333333333333,11.174906412732653,32.08,29.71,31.55333333333333,0.8863595959504048
2026-07-01 03:00:00,solar_plant_1,121.21,55.16,52.3,31.82,online,3,1,7,2,0,0.7071067811865476,0.7071067811865476,125.97,99.06,110.35666666666667,23.044038997826174,55.62,48.2,47.919999999999995,12.94046367020903,53.59,46.69,45.873333333333335,12.265456914984183,32.05,30.53,31.98333333333333,0.14224392195582197
2026-07-01 03:15:00,solar_plant_1,169.13,71.27,69.35,30.77,online,3,1,7,2,0,0.7071067811865476,0.7071067811865476,121.21,83.89,138.77,26.40003030301294,55.16,32.98,60.68333333333333,9.171206754475289,52.3,31.73,58.413333333333334,9.493367860424081,31.82,32.08,31.546666666666667,0.6823733093647248
2026-07-01 03:30:00,solar_plant_1,203.97,89.48,85.04,31.85,online,3,1,7,2,0,0.7071067811865476,0.7071067811865476,169.13,125.97,164.76999999999998,41.5519145166622,71.27,55.62,71.96999999999998,17.17070470306912,69.35,53.59,68.89666666666666,16.37470712206276,30.77,32.05,31.48,0.6150609725872991
2026-07-01 03:45:00,solar_plant_1,215.73,94.28,89.4,32.32,online,3,1,7,2,0,0.7071067811865476,0.7071067811865476,203.97,121.21,196.27666666666664,24.233871612545475,89.48,55.16,85.00999999999999,12.138809661577195,85.04,52.3,81.26333333333334,10.54504781086043,31.85,31.82,31.646666666666665,0.7947536305883557
2026-07-01 04:00:00,solar_plant_1,247.14,105.26,100.56,31.96,online,4,1,7,2,0,0.8660254037844386,0.5000000000000001,215.73,169.13,222.27999999999997,22.31790984837078,94.28,71.27,96.33999999999999,8.08917795576285,89.4,69.35,91.66666666666667,8.004432105610725,32.32,30.77,32.04333333333334,0.24583192089999745
2026-07-01 04:15:00,solar_plant_1,245.34,101.11,98.3,33.31,online,4,1,7,2,0,0.8660254037844386,0.5000000000000001,247.14,203.97,236.06999999999996,17.637933552432006,105.26,89.48,100.21666666666665,5.544243260656313,100.56,85.04,96.08666666666666,5.900045197566846,31.96,31.85,32.53,0.6990708118639081
2026-07-01 04:30:00,solar_plant_1,294.33,118.63,116.22,32.85,online,4,1,7,2,0,0.8660254037844386,0.5000000000000001,245.34,215.73,262.27,27.779357443972817,101.11,94.28,108.33333333333333,9.15541551942526,98.3,89.4,105.02666666666666,9.759351071322902,33.31,32.32,32.70666666666667,0.6863186820518585
2026-07-01 04:45:00,solar_plant_1,342.38,146.62,138.83,34.07,online,4,1,7,2,0,0.8660254037844386,0.5000000000000001,294.33,247.14,294.01666666666665,48.5207587876915,118.63,105.26,122.12,22.95484916090716,116.22,100.56,117.78333333333335,20.31017561059804,32.85,31.96,33.410000000000004,0.6161168720300334
2026-07-01 05:00:00,solar_plant_1,341.45,145.15,138.39,35.77,online,5,1,7,2,0,0.9659258262890683,0.25881904510252074,342.38,245.34,326.05333333333334,27.4771474744622,146.62,101.11,136.79999999999998,15.75283783957672,138.83,98.3,131.14666666666668,12.928744460825687,34.07,33.31,34.23000000000001,1.4665606022255226
2026-07-01 05:15:00,solar_plant_1,370.31,157.5,153.59,37.66,online,5,1,7,2,0,0.9659258262890683,0.25881904510252074,341.45,294.33,351.38000000000005,16.400454262001787,145.15,118.63,149.75666666666666,6.746082813999014,138.39,116.22,143.60333333333335,8.65150468608383,35.77,32.85,35.833333333333336,1.7958377803502839
2026-07-01 05:30:00,solar_plant_1,411.46,165.0,160.58,36.7,online,5,1,7,2,0,0.9659258262890683,0.25881904510252074,370.31,342.38,374.4066666666667,35.18432937165843,157.5,146.62,155.88333333333333,10.023264604575319,153.59,138.83,150.85333333333332,11.345308869014119,37.66,34.07,36.71000000000001,0.9450396817066029
2026-07-01 05:45:00,solar_plant_1,454.67,186.18,180.46,38.83,online,5,1,7,2,0,0.9659258262890683,0.25881904510252074,411.46,341.45,412.1466666666667,42.18419174683033,165.0,145.15,169.56000000000003,14.873829365701301,160.58,138.39,164.87666666666667,13.940775922929447,36.7,35.77,37.73,1.0667239567948839
2026-07-01 06:00:00,solar_plant_1,455.47,192.1,185.93,38.47,online,6,1,7,2,0,1.0,6.123233995736766e-17,454.67,370.31,440.53333333333336,25.18142238503122,186.18,157.5,181.09333333333333,14.248092269961292,180.46,153.59,175.65666666666667,13.340151173556041,38.83,37.66,38.0,1.1401315713548732
2026-07-01 06:15:00,solar_plant_1,538.6,223.15,210.03,38.96,online,6,1,7,2,0,1.0,6.123233995736766e-17,455.47,411.46,482.91333333333336,48.22772681076061,192.1,165.0,200.4766666666667,19.857533415138178,185.93,160.58,192.14000000000001,15.732746104860201,38.47,36.7,38.75333333333334,0.2538372181802184
2026-07-01 06:30:00,solar_plant_1,519.56,220.07,209.87,40.46,online,6,1,7,2,0,1.0,6.123233995736766e-17,538.6,454.67,504.54333333333335,43.55197393153792,223.15,186.18,211.7733333333333,17.10706384314178,210.03,180.46,201.9433333333333,13.868184211832704,38.96,38.83,39.296666666666674,1.0368381423025848
2026-07-01 06:45:00,solar_plant_1,584.4,249.76,237.7,39.72,online,6,1,7,2,0,1.0,6.123233995736766e-17,519.56,455.47,547.52,33.3276341794618,220.07,192.1,230.99333333333334,16.325208523425605,209.87,185.93,219.20000000000002,16.02166970075185,40.46,38.47,39.71333333333334,0.7500222218931072
2026-07-01 07:00:00,solar_plant_1,628.56,263.46,257.85,41.73,online,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,584.4,538.6,577.5066666666667,54.82598410729497,249.76,223.15,244.42999999999998,22.180615410758868,237.7,210.03,235.14000000000001,24.092224886879745,39.72,38.96,40.63666666666666,1.0165792312129327
2026-07-01 07:15:00,solar_plant_1,627.68,267.14,258.43,44.0,online,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,628.56,519.56,613.5466666666666,25.245588393486816,263.46,220.07,260.11999999999995,9.15875537395738,257.85,209.87,251.32666666666668,11.804602209872131,41.73,40.46,41.81666666666667,2.141315794863871
2026-07-01 07:30:00,solar_plant_1,627.87,258.24,250.6,42.15,online,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,627.68,584.4,628.0366666666666,0.4630694692569743,267.14,249.76,262.94666666666666,4.472150862093793,258.43,237.7,255.62666666666667,4.362869850604863,44.0,39.72,42.626666666666665,1.2077389342624913
2026-07-01 07:45:00,solar_plant_1,708.58,298.53,291.04,43.56,online,7,1,7,2,0,0.9659258262890683,-0.25881904510252063,627.87,628.56,654.71,46.652885226961324,258.24,263.46,274.63666666666666,21.165326204273953,250.6,257.85,266.69,21.44805585595073,42.15,41.73,43.23666666666667,0.9664539995951664
2026-07-01 08:00:00,solar_plant_1,705.84,294.92,284.54,43.31,online,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,708.58,627.68,680.7633333333334,45.8274528348822,298.53,267.14,283.8966666666667,22.292519672152945,291.04,258.43,275.3933333333333,21.71622741945099,43.56,44.0,43.00666666666667,0.752351868033501
2026-07-01 08:15:00,solar_plant_1,769.24,316.05,301.27,46.13,online,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,705.84,627.87,727.8866666666667,35.83923176259976,294.92,258.24,303.1666666666667,11.302355211783425,284.54,250.6,292.28333333333336,8.434016441370764,43.31,42.15,44.333333333333336,1.5609719194570721
2026-07-01 08:30:00,solar_plant_1,776.34,321.95,307.82,44.67,online,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,769.24,708.58,750.4733333333334,38.81627665468873,316.05,298.53,310.97333333333336,14.212129795823298,301.27,291.04,297.8766666666666,12.005233580955938,46.13,43.56,44.70333333333334,1.4102954773144163
2026-07-01 08:45:00,solar_plant_1,787.51,329.24,318.47,47.63,online,8,1,7,2,0,0.8660254037844387,-0.4999999999999998,776.34,705.84,777.6966666666667,9.210246106012791,321.95,294.92,322.41333333333336,6.607195572505024,307.82,284.54,309.18666666666667,8.681061763016853,44.67,43.31,46.14333333333334,1.480045044359634
2026-07-01 09:00:00,solar_plant_1,782.48,328.23,317.59,45.96,online,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,787.51,769.24,782.11,5.594184480332114,329.24,316.05,326.47333333333336,3.949738387960737,318.47,301.27,314.62666666666667,5.911144841171894,47.63,46.13,46.08666666666667,1.4840597472249928
2026-07-01 09:15:00,solar_plant_1,797.79,340.23,332.0,46.54,online,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,782.48,776.34,789.2599999999999,7.803582510615651,328.23,321.95,332.56666666666666,6.655827020989292,317.59,307.82,322.68666666666667,8.077575956517727,45.96,44.67,46.71,0.8478797084493733
2026-07-01 09:30:00,solar_plant_1,828.51,342.92,332.66,49.14,online,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,797.79,787.51,802.9266666666667,23.440973387069764,340.23,329.24,337.12666666666667,7.821255227476678,332.0,318.47,327.4166666666667,8.51653881182455,46.54,47.63,47.21333333333334,1.6935564157516403
2026-07-01 09:45:00,solar_plant_1,884.94,364.52,350.12,46.73,online,9,1,7,2,0,0.7071067811865476,-0.7071067811865475,828.51,782.48,837.08,44.202537257491905,342.92,328.23,349.22333333333336,13.315405864386246,332.66,317.59,338.26,10.276361223700828,49.14,45.96,47.47,1.4493791774412312
2026-07-01 10:00:00,solar_plant_1,875.18,372.41,362.88,47.17,online,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,884.94,797.79,862.8766666666667,30.159828138324517,364.52,340.23,359.95000000000005,15.26691520903947,350.12,332.0,348.55333333333334,15.170792112916121,46.73,46.54,47.68000000000001,1.2833939379630181
2026-07-01 10:15:00,solar_plant_1,920.3,393.03,379.9,48.73,online,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,875.18,828.51,893.4733333333334,23.73956472501647,372.41,342.92,376.65333333333336,14.72105408363603,362.88,332.66,364.29999999999995,14.940696101587431,47.17,49.14,47.54333333333333,1.0509678079434932
2026-07-01 10:30:00,solar_plant_1,934.81,389.68,368.46,47.29,online,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,920.3,884.94,910.0966666666667,31.096868545453784,393.03,364.52,385.03999999999996,11.06541006922044,379.9,350.12,370.41333333333324,8.676504672581295,48.73,46.73,47.73,0.8681013765685552
2026-07-01 10:45:00,solar_plant_1,943.69,403.21,395.13,50.45,online,10,1,7,2,0,0.49999999999999994,-0.8660254037844387,934.81,875.18,932.9333333333334,11.807388929531093,389.68,372.41,395.3066666666666,7.046462469448073,368.46,362.88,381.16333333333324,13.37980692436659,47.29,47.17,48.82333333333333,1.5820661595943435
2026-07-01 11:00:00,solar_plant_1,919.42,386.54,368.03,51.49,online,11,1,7,2,0,0.258819045102521,-0.9659258262890682,943.69,920.3,932.64,12.279653903912793,403.21,393.03,393.14333333333326,8.858229695223525,395.13,379.9,377.20666666666665,15.523550925394842,50.45,48.73,49.74333333333334,2.187357614413706
2026-07-01 11:15:00,solar_plant_1,917.41,379.48,358.91,49.81,online,11,1,7,2,0,0.258819045102521,-0.9659258262890682,919.42,934.81,926.84,14.627094721778738,386.54,389.68,389.74333333333334,12.185000341950744,368.03,368.46,374.0233333333333,18.83911179788806,51.49,47.29,50.58333333333334,0.8478993650980257
2026-07-01 11:30:00,solar_plant_1,924.79,387.58,376.62,50.11,online,11,1,7,2,0,0.258819045102521,-0.9659258262890682,917.41,943.69,920.54,3.815350573655474,379.48,403.21,384.5333333333333,4.407100331662547,358.91,395.13,367.8533333333333,8.856321659319002,49.81,50.45,50.47,0.8959910713842504
2026-07-01 11:45:00,solar_plant_1,916.84,390.92,374.39,50.41,online,11,1,7,2,0,0.258819045102521,-0.9659258262890682,924.79,919.42,919.68,4.434557475091935,387.58,386.54,385.99333333333334,5.882731791722291,376.62,368.03,369.97333333333336,9.645788372824889,50.11,51.49,50.11000000000001,0.300000000000462
2026-07-01 12:00:00,solar_plant_1,940.69,391.85,376.82,49.32,online,12,1,7,2,0,1.2246467991473532e-16,-1.0,916.84,917.41,927.44,12.143825591628291,390.92,379.48,390.1166666666666,2.245491779842516,374.39,358.91,375.9433333333333,1.3489378537674963,50.41,49.81,49.946666666666665,0.5630571315005285
2026-07-01 12:15:00,solar_plant_1,923.66,389.18,377.18,48.03,online,12,1,7,2,0,1.2246467991473532e-16,-1.0,940.69,924.79,927.0633333333334,12.283836262878953,391.85,387.58,390.65000000000003,1.3553228397717196,376.82,376.62,376.12999999999994,1.51759678439091,49.32,50.11,49.25333333333333,1.1913997370041582
2026-07-01 12:30:00,solar_plant_1,917.63,389.95,368.12,48.94,online,12,1,7,2,0,1.2246467991473532e-16,-1.0,923.66,916.84,927.3266666666667,11.959273946741918,389.18,390.92,390.32666666666665,1.3742755667406008,377.18,374.39,374.03999999999996,5.130029239682036,48.03,50.41,48.76333333333334,0.662897679384659
2026-07-01 12:45:00,solar_plant_1,973.5,402.15,388.08,50.63,online,12,1,7,2,0,1.2246467991473532e-16,-1.0,917.63,940.69,938.2633333333333,30.66442944737776,389.95,391.85,393.76,7.276145957854831,368.12,376.82,377.79333333333335,9.99412494085038,48.94,49.32,49.20000000000001,1.3193559034620836
2026-07-01 13:00:00,solar_plant_1,949.03,393.18,378.69,50.3,online,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,973.5,923.66,946.7199999999999,28.00654030757576,402.15,389.18,395.0933333333333,6.321046854227611,388.08,377.18,378.2966666666666,9.985811601133271,50.63,48.03,49.95666666666667,0.895786432880969
2026-07-01 13:15:00,solar_plant_1,902.65,371.41,351.43,49.72,online,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,949.03,917.63,941.7266666666666,35.98520019859839,393.18,389.95,388.91333333333336,15.80791679296606,378.69,368.12,372.7333333333333,19.037253828567952,50.3,48.94,50.21666666666667,0.4606878914553945
2026-07-01 13:30:00,solar_plant_1,917.5,386.51,370.35,49.92,online,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,902.65,973.5,923.06,23.684621592921715,371.41,402.15,383.7,11.153712386465948,351.43,388.08,366.8233333333333,13.967996754485688,49.72,50.63,49.98,0.2946183972535976
2026-07-01 13:45:00,solar_plant_1,890.23,367.18,358.05,50.05,online,13,1,7,2,0,-0.2588190451025208,-0.9659258262890683,917.5,949.03,903.46,13.653032630149164,386.51,393.18,375.0333333333333,10.161625526131816,370.35,378.69,359.9433333333333,9.601048553846617,49.92,50.3,49.89666666666667,0.16623276853139365
2026-07-01 14:00:00,solar_plant_1,900.07,374.3,352.55,47.24,online,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,890.23,902.65,902.6,13.809920347341565,367.18,371.41,375.99666666666667,9.77605407786466,358.05,351.43,360.3166666666666,9.113908784562215,50.05,49.72,49.07,1.586158882331861
2026-07-01 14:15:00,solar_plant_1,898.01,384.05,365.62,48.97,online,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,900.07,917.5,896.1033333333334,5.189694917166038,374.3,386.51,375.1766666666667,8.469098732057276,352.55,370.35,358.74,6.56226332906461,47.24,49.92,48.75333333333333,1.4174742796021322
2026-07-01 14:30:00,solar_plant_1,874.1,368.6,349.02,47.15,online,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,898.01,890.23,890.7266666666668,14.435907776557194,384.05,367.18,375.65000000000003,7.8129699858633135,365.62,358.05,355.73,8.744958547642465,48.97,50.05,47.78666666666667,1.0257842528200398
2026-07-01 14:45:00,solar_plant_1,847.67,350.16,340.84,46.95,online,14,1,7,2,0,-0.4999999999999997,-0.8660254037844388,874.1,900.07,873.2599999999999,25.18051032048298,368.6,374.3,367.6033333333333,16.96696889056297,349.02,352.55,351.82666666666665,12.6261685927805,47.15,47.24,47.69,1.1130139262382248
2026-07-01 15:00:00,solar_plant_1,822.27,338.62,326.44,45.01,online,15,1,7,2,0,-0.7071067811865471,-0.7071067811865479,847.67,898.01,848.0133333333333,25.916705680570356,350.16,384.05,352.46000000000004,15.12175915692332,340.84,365.62,338.7666666666666,11.431891065493469,46.95,48.97,46.370000000000005,1.1820321484630578
2026-07-01 15:15:00,solar_plant_1,778.47,329.55,315.49,45.01,online,15,1,7,2,0,-0.7071067811865471,-0.7071067811865479,822.27,874.1,816.1366666666667,35.00533292704609,338.62,368.6,339.4433333333333,10.329638586771752,326.44,349.02,327.59,12.714067012564106,45.01,47.15,45.656666666666666,1.120059522227954
2026-07-01 15:30:00,solar_plant_1,785.92,330.11,316.46,45.03,online,15,1,7,2,0,-0.7071067811865471,-0.7071067811865479,778.47,847.67,795.5533333333333,23.435247669554546,329.55,350.16,332.76,5.082627273368474,315.49,340.84,319.4633333333333,6.061405227610286,45.01,46.95,45.01666666666667,0.01154700538379432
2026-07-01 15:45:00,solar_plant_1,716.04,301.61,286.6,43.44,online,15,1,7,2,0,-0.7071067811865471,-0.7071067811865479,785.92,822.27,760.1433333333333,38.375820946703,330.11,338.62,320.42333333333335,16.29523038601542,316.46,326.44,306.18333333333334,16.966597576806485,45.03,45.01,44.49333333333334,0.9122682354074011
2026-07-01 16:00:00,solar_plant_1,713.64,304.01,285.91,44.25,online,16,1,7,2,0,-0.8660254037844385,-0.5000000000000004,716.04,778.47,738.5333333333333,41.05559807545662,301.61,329.55,311.91,15.807276805319288,286.6,315.49,296.3233333333333,17.44227718313445,43.44,45.01,44.24,0.7950471684120387
2026-07-01 16:15:00,solar_plant_1,690.66,297.25,283.16,42.48,online,16,1,7,2,0,-0.8660254037844385,-0.5000000000000004,713.64,785.92,706.7800000000001,14.01180930501649,304.01,330.11,300.95666666666665,3.4270298121426923,285.91,316.46,285.22333333333336,1.8198992645997265,44.25,45.03,43.39000000000001,0.8860586888011447
2026-07-01 16:30:00,solar_plant_1,673.93,286.21,271.53,43.42,online,16,1,7,2,0,-0.8660254037844385,-0.5000000000000004,690.66,716.04,692.7433333333333,19.936805996284868,297.25,301.61,295.8233333333333,8.985351041184337,283.16,286.6,280.2,7.633302037778665,42.48,43.44,43.38333333333333,0.8855694966140926
2026-07-01 16:45:00,solar_plant_1,602.65,260.04,254.84,43.37,online,16,1,7,2,0,-0.8660254037844385,-0.5000000000000004,673.93,713.64,655.7466666666667,46.73772815759828,286.21,304.01,281.1666666666667,19.110793634313165,271.53,285.91,269.8433333333333,14.23514079077846,43.42,44.25,43.09,0.5288667128870967
2026-07-01 17:00:00,solar_plant_1,570.17,244.7,239.76,42.11,online,17,1,7,2,0,-0.9659258262890683,-0.25881904510252063,602.65,690.66,615.5833333333334,53.07530247990688,260.04,297.25,263.65000000000003,20.989142431265833,254.84,283.16,255.37666666666664,15.891797674689865,43.37,42.48,42.96666666666667,0.742316194982529
2026-07-01 17:15:00,solar_plant_1,544.42,221.15,208.0,42.67,online,17,1,7,2,0,-0.9659258262890683,-0.25881904510252063,570.17,673.93,572.4133333333333,29.179746971721002,244.7,286.21,241.96333333333334,19.588900768886674,239.76,271.53,234.19999999999996,23.909864073221666,42.11,43.42,42.71666666666667,0.631294965395214
2026-07-01 17:30:00,solar_plant_1,543.0,227.65,216.67,41.37,online,17,1,7,2,0,-0.9659258262890683,-0.25881904510252063,544.42,602.65,552.53,15.293178217765865,221.15,260.04,231.16666666666666,12.16247644738866,208.0,254.84,221.4766666666666,16.41652927184256,42.67,43.37,42.050000000000004,0.6520736154760715
2026-07-01 17:45:00,solar_plant_1,487.67,211.36,200.72,39.81,online,17,1,7,2,0,-0.9659258262890683,-0.25881904510252063,543.0,570.17,525.0300000000001,32.3624983584453,227.65,244.7,220.05333333333337,8.200184957260355,216.67,239.76,208.46333333333328,7.985088185690756,41.37,42.11,41.28333333333334,1.4319683422944072
2026-07-01 18:00:00,solar_plant_1,469.48,193.65,182.36,38.48,online,18,1,7,2,0,-1.0,-1.8369701987210297e-16,487.67,544.42,500.05,38.29159046057502,211.36,221.15,210.88666666666668,17.00494143868997,200.72,208.0,199.91666666666663,17.16910112187748,39.81,42.67,39.88666666666666,1.446524570594445
2026-07-01 18:15:00,solar_plant_1,437.32,189.87,184.37,39.84,online,18,1,7,2,0,-1.0,-1.8369701987210297e-16,469.48,543.0,464.8233333333333,25.495961118062784,193.65,227.65,198.29333333333332,11.472812790822944,182.36,216.67,189.14999999999998,10.070188677473599,38.48,41.37,39.376666666666665,0.7766809726866407
2026-07-01 18:30:00,solar_plant_1,407.97,172.87,166.2,38.21,online,18,1,7,2,0,-1.0,-1.8369701987210297e-16,437.32,487.67,438.25666666666666,30.7656957232206,189.87,211.36,185.46333333333334,11.068700616299354,184.37,200.72,177.64333333333332,9.961045795158624,39.84,39.81,38.843333333333334,0.8736322643615476
2026-07-01 18:45:00,solar_plant_1,380.56,160.66,152.68,37.1,online,18,1,7,2,0,-1.0,-1.8369701987210297e-16,407.97,469.48,408.6166666666666,28.385525067079932,172.87,193.65,174.4666666666667,14.67031128958285,166.2,182.36,167.74999999999997,15.901757764470913,38.21,38.48,38.38333333333333,1.3781993082763826
2026-07-01 19:00:00,solar_plant_1,375.53,150.33,141.51,35.85,online,19,1,7,2,0,-0.9659258262890684,0.2588190451025203,380.56,437.32,388.02,17.459298382252165,160.66,189.87,161.28666666666666,11.28305957323886,152.68,184.37,153.46333333333328,12.36362541220175,37.1,39.84,37.053333333333335,1.1806918875530288
2026-07-01 19:15:00,solar_plant_1,289.9,126.23,121.69,36.12,online,19,1,7,2,0,-0.9659258262890684,0.2588190451025203,375.53,407.97,348.66333333333336,50.95264697082861,150.33,172.87,145.74,17.66797385100845,141.51,166.2,138.62666666666667,15.694911064840015,35.85,38.21,36.356666666666676,0.6577486855430024
2026-07-01 19:30:00,solar_plant_1,321.2,142.27,135.66,35.71,online,19,1,7,2,0,-0.9659258262890684,0.2588190451025203,289.9,380.56,328.87666666666667,43.32808134840396,126.23,160.66,139.61,12.268219104658863,121.69,152.68,132.9533333333333,10.183448990064019,36.12,37.1,35.89333333333334,0.20840665376505288
2026-07-01 19:45:00,solar_plant_1,237.22,100.18,96.24,36.03,online,19,1,7,2,0,-0.9659258262890684,0.2588190451025203,321.2,375.53,282.7733333333333,42.44116083867122,142.27,150.33,122.89333333333333,21.242458269542254,135.66,141.51,117.8633333333333,19.986661385364776,35.71,35.85,35.95333333333334,0.21548395145241742
2026-07-01 20:00:00,solar_plant_1,218.52,88.49,84.64,34.26,online,20,1,7,2,0,-0.8660254037844386,0.5000000000000001,237.22,289.9,258.98,54.689293284889416,100.18,126.23,110.31333333333335,28.285781469375028,96.24,121.69,105.51333333333332,26.744272907170757,36.03,36.12,35.333333333333336,0.9432037602414126
2026-07-01 20:15:00,solar_plant_1,229.04,91.13,85.81,33.91,online,20,1,7,2,0,-0.8660254037844386,0.5000000000000001,218.52,321.2,228.26,9.374369312155618,88.49,142.27,93.26666666666667,6.130908034967856,84.64,135.66,88.89666666666665,6.386363075587157,34.26,35.71,34.73333333333333,1.1365004766094626
